#CLI: Come get some app!m1(80, 0, 112, 98, 95)!
19, 114, 126, 2, 129, 52, 127, 202, 39, 45,
5, 112, 58, 155, 207, 237, 138, 74, 242, 213,
-16, 231, 116, 185, 218, 17, 0, 254, 218, 36,
22, 10, 230, 204, 253, 247, 194, 178, 152, 54,
23, 236, 135, 225, 53, 34, 72, 187, 233, 217,
6, 180, 31, 193, 3, 131, 5, 154, 70, 207,
7, 198, 185, 228, 156, 30, 167, 80, 191, 82,
-14, 157, 221, 111, 94, 131, 53, 78, 46, 245,
-13, 183, 50, 236, 95, 9, 25, 185, 186, 74,
-6, 194, 252, 48, 217, 99, 101, 116, 181, 132,
14, 195, 224, 156, 175, 248, 139, 181, 216, 159,
15, 38, 10, 211, 192, 33, 3, 173, 0, 137,
#CLI: Come get some app!m2(80, 0, 192)!
-4, 0, 146, 102, 11, 10, 96, 28, 249, 74,
-3, 230, 106, 104, 25, 93, 166, 160, 249, 169,
-21, 177, 62, 156, 60, 64, 154, 243, 236, 147,
20, 185, 248, 184, 55, 149, 159, 101, 168, 23,
21, 111, 143, 129, 171, 236, 45, 231, 203, 64,
9, 243, 169, 194, 51, 210, 145, 192, 164, 74,
1, 114, 9, 80, 100, 235, 150, 88, 216, 12,
2, 220, 124, 196, 249, 168, 195, 34, 218, 98,
3, 179, 40, 100, 108, 61, 51, 140, 242, 142,
-10, 92, 10, 137, 223, 111, 9, 192, 175, 142,
-9, 66, 41, 181, 40, 25, 177, 221, 103, 99,
#APP: Ooh, I needed that app?m1(80, 0, 192, 120, 99)!
#APP: Ooh, I needed that app?m2(80, 0, 192)!
#APP: Come get some app!m3(80)!
16, 183, 194, 68, 194, 246, 217, 246, 92, 39,
17, 163, 126, 237, 143, 205, 91, 21, 140, 73,
11, 8, 106, 202, 177, 197, 76, 134, 228, 69,
-29, 133, 246, 47, 113, 217, 227, 52, 111, 121,
-28, 177, 74, 54, 92, 2, 11, 83, 50, 113,
-18, 56, 210, 80, 50, 64, 80, 200, 227, 151,
12, 52, 147, 89, 240, 200, 87, 179, 38, 143,
13, 236, 130, 139, 237, 183, 53, 146, 28, 239,
-7, 34, 221, 51, 28, 173, 81, 173, 23, 251,
#CLI: Ooh, I needed that app?m3(80)!
#CLI: We meet again, Doctor Jones!
#CLI: Come get some app!m1(80, 0, 229, 240, 59)!
18, 33, 110, 105, 191, 246, 150, 27, 102, 240,
19, 147, 39, 182, 3, 219, 44, 44, 137, 227,
5, 150, 159, 142, 201, 105, 87, 162, 111, 217,
-16, 196, 195, 150, 213, 212, 0, 138, 252, 63,
22, 234, 102, 221, 248, 84, 129, 182, 195, 157,
23, 7, 132, 246, 152, 94, 207, 117, 204, 37,
6, 68, 228, 53, 246, 214, 46, 41, 57, 18,
7, 214, 104, 254, 124, 219, 116, 80, 15, 101,
-14, 27, 106, 203, 94, 18, 97, 101, 117, 31,
-13, 53, 30, 216, 32, 14, 223, 78, 134, 109,
-6, 173, 134, 172, 198, 59, 124, 228, 63, 231,
14, 211, 185, 180, 78, 180, 248, 138, 65, 48,
15, 168, 187, 44, 229, 196, 52, 97, 92, 133,
#CLI: Come get some app!m2(80, 0, 229)!
-4, 0, 94, 249, 149, 103, 18, 68, 217, 249,
-3, 66, 58, 121, 164, 224, 101, 183, 97, 174,
-21, 77, 89, 231, 178, 199, 140, 133, 177, 152,
20, 114, 42, 16, 87, 37, 92, 223, 161, 197,
21, 24, 181, 180, 206, 90, 217, 30, 39, 24,
9, 3, 242, 127, 122, 97, 233, 228, 78, 2,
1, 199, 50, 80, 243, 28, 73, 223, 69, 31,
2, 60, 241, 49, 72, 156, 7, 58, 147, 235,
3, 17, 229, 43, 179, 208, 60, 40, 135, 81,
-10, 36, 24, 89, 127, 102, 23, 229, 164, 21,
-9, 180, 8, 142, 251, 213, 236, 127, 205, 68,
#APP: Ooh, I needed that app?m1(80, 0, 229, 240, 59)!
#APP: Ooh, I needed that app?m2(80, 0, 229)!
#APP: Come get some app!m3(80)!
16, 93, 224, 27, 72, 122, 51, 172, 255, 122,
17, 218, 32, 126, 6, 182, 190, 158, 228, 249,
11, 212, 239, 19, 61, 149, 9, 70, 242, 174,
-29, 113, 165, 212, 72, 164, 98, 10, 88, 28,
-28, 126, 64, 130, 194, 119, 138, 83, 27, 21,
-18, 72, 242, 214, 16, 205, 80, 144, 167, 53,
12, 101, 80, 164, 227, 214, 141, 3, 21, 48,
13, 239, 30, 130, 229, 240, 165, 235, 102, 97,
-7, 253, 156, 15, 82, 172, 42, 148, 235, 102,
#CLI: Ooh, I needed that app?m3(80)!
#CLI: We meet again, Doctor Jones!
#CLI: Come get some app!m1(80, 0, 12, 84, 144)!
18, 240, 175, 63, 77, 57, 212, 178, 22, 84,
19, 14, 44, 0, 89, 109, 19, 79, 218, 240,
5, 60, 58, 2, 56, 179, 145, 61, 195, 238,
-16, 255, 169, 195, 145, 122, 0, 225, 126, 97,
22, 81, 99, 66, 158, 166, 147, 153, 231, 47,
23, 133, 104, 145, 254, 18, 26, 32, 206, 125,
6, 215, 172, 121, 156, 227, 20, 133, 180, 64,
7, 8, 245, 73, 124, 70, 173, 80, 206, 185,
-14, 20, 67, 173, 160, 31, 174, 147, 30, 250,
-13, 198, 92, 86, 163, 54, 12, 55, 210, 127,
-6, 182, 56, 250, 26, 144, 164, 144, 147, 221,
14, 199, 124, 58, 3, 251, 25, 95, 167, 189,
15, 233, 81, 227, 12, 87, 102, 55, 227, 28,
#CLI: Come get some app!m2(80, 0, 12)!
-4, 0, 153, 4, 210, 138, 195, 236, 247, 186,
-3, 24, 47, 75, 29, 84, 77, 116, 1, 38,
-21, 193, 183, 85, 108, 213, 81, 104, 180, 105,
20, 28, 30, 232, 49, 145, 210, 67, 253, 115,
21, 101, 167, 116, 91, 178, 99, 24, 188, 159,
9, 236, 234, 215, 121, 87, 247, 58, 35, 249,
1, 248, 245, 80, 185, 151, 169, 135, 94, 96,
2, 37, 244, 128, 218, 104, 17, 17, 46, 163,
3, 228, 49, 229, 48, 53, 114, 34, 13, 75,
-10, 46, 95, 226, 242, 236, 120, 12, 161, 3,
-9, 17, 80, 211, 154, 164, 202, 111, 93, 208,
#APP: Ooh, I needed that app?m1(80, 0, 12, 84, 144)!
#APP: Ooh, I needed that app?m2(80, 0, 12)!
#APP: Come get some app!m3(80)!
16, 217, 23, 191, 149, 90, 195, 117, 97, 22,
17, 172, 223, 108, 120, 218, 22, 23, 32, 144,
11, 104, 122, 170, 240, 87, 213, 136, 178, 223,
-29, 25, 220, 58, 148, 140, 91, 200, 74, 98,
-28, 205, 50, 142, 7, 134, 244, 210, 115, 28,
-18, 119, 79, 242, 124, 128, 80, 222, 183, 227,
12, 237, 230, 177, 231, 245, 209, 31, 62, 166,
13, 28, 54, 230, 123, 25, 48, 166, 76, 237,
-7, 234, 80, 253, 52, 97, 194, 107, 98, 140,
#CLI: Ooh, I needed that app?m3(80)!
#CLI: We meet again, Doctor Jones!
#CLI: Come get some app!m1(80, 0, 218, 47, 168)!
18, 221, 65, 115, 161, 235, 223, 63, 57, 47,
19, 200, 246, 92, 8, 185, 254, 31, 153, 172,
5, 128, 211, 7, 241, 48, 76, 31, 226, 22,
-16, 84, 196, 127, 53, 135, 0, 123, 228, 97,
22, 87, 182, 44, 98, 77, 108, 217, 124, 101,
23, 107, 207, 147, 128, 174, 0, 238, 37, 72,
6, 47, 132, 9, 213, 203, 63, 167, 101, 156,
7, 18, 66, 170, 98, 49, 20, 80, 184, 67,
-14, 180, 151, 112, 120, 149, 93, 217, 98, 172,
-13, 107, 153, 172, 168, 125, 176, 110, 73, 220,
-6, 9, 181, 175, 209, 168, 129, 212, 101, 72,
14, 207, 245, 12, 102, 166, 245, 222, 119, 21,
15, 79, 88, 9, 218, 200, 235, 200, 193, 192,
#CLI: Come get some app!m2(80, 0, 218)!
-4, 0, 63, 199, 2, 185, 215, 196, 4, 252,
-3, 190, 32, 72, 167, 2, 82, 76, 24, 89,
-21, 217, 80, 128, 245, 180, 66, 225, 7, 213,
20, 26, 165, 37, 222, 20, 121, 107, 43, 180,
21, 126, 143, 221, 5, 243, 245, 40, 141, 102,
9, 198, 26, 68, 194, 222, 35, 88, 26, 154,
1, 110, 53, 80, 165, 197, 21, 44, 192, 59,
2, 103, 71, 30, 74, 217, 93, 18, 240, 66,
3, 23, 66, 70, 59, 102, 150, 227, 119, 77,
-10, 187, 5, 99, 81, 129, 130, 218, 2, 147,
-9, 171, 120, 247, 40, 110, 8, 156, 252, 211,
#APP: Ooh, I needed that app?m1(80, 0, 218, 47, 168)!
#APP: Ooh, I needed that app?m2(80, 0, 218)!
#APP: Come get some app!m3(80)!
16, 44, 54, 165, 109, 240, 40, 140, 54, 33,
17, 72, 54, 131, 40, 13, 55, 132, 1, 179,
11, 34, 135, 208, 98, 30, 212, 182, 109, 63,
-29, 48, 98, 145, 216, 18, 145, 52, 121, 188,
-28, 17, 125, 233, 222, 241, 141, 140, 99, 223,
-18, 230, 165, 194, 13, 202, 80, 94, 4, 206,
12, 194, 68, 220, 254, 145, 242, 233, 25, 55,
13, 83, 190, 144, 154, 147, 122, 141, 120, 34,
-7, 182, 71, 25, 45, 44, 160, 223, 114, 127,
#CLI: Ooh, I needed that app?m3(80)!
#CLI: We meet again, Doctor Jones!
#CLI: Come get some app!m1(80, 0, 179, 113, 113)!
18, 73, 175, 109, 208, 17, 154, 207, 76, 113,
19, 214, 182, 97, 193, 33, 167, 167, 87, 204,
5, 119, 126, 82, 194, 115, 74, 245, 243, 72,
-16, 33, 253, 195, 59, 239, 0, 175, 9, 223,
22, 211, 7, 158, 220, 78, 126, 24, 187, 220,
23, 206, 184, 191, 161, 180, 94, 6, 4, 221,
6, 105, 22, 28, 214, 237, 42, 111, 225, 145,
7, 48, 82, 191, 239, 37, 116, 80, 175, 112,
-14, 214, 216, 73, 138, 33, 62, 226, 207, 91,
-13, 86, 83, 53, 149, 240, 145, 207, 210, 35,
-6, 27, 238, 94, 85, 113, 190, 58, 166, 213,
14, 112, 133, 32, 44, 202, 250, 35, 119, 219,
15, 146, 85, 24, 179, 109, 26, 83, 128, 176,
#CLI: Come get some app!m2(80, 0, 179)!
-4, 0, 88, 246, 233, 177, 36, 30, 132, 2,
-3, 142, 155, 180, 53, 208, 99, 151, 81, 140,
-21, 249, 83, 203, 59, 228, 137, 180, 153, 105,
20, 82, 8, 81, 205, 32, 70, 255, 243, 109,
21, 107, 166, 39, 55, 178, 182, 31, 178, 23,
9, 37, 169, 195, 129, 186, 207, 101, 26, 22,
1, 172, 210, 80, 10, 94, 247, 213, 77, 214,
2, 171, 226, 239, 252, 140, 124, 171, 81, 60,
3, 201, 254, 197, 137, 58, 154, 19, 217, 145,
-10, 149, 215, 53, 143, 244, 112, 179, 233, 124,
-9, 219, 16, 113, 54, 90, 67, 52, 177, 151,
#APP: Ooh, I needed that app?m1(80, 0, 179, 113, 113)!
#APP: Ooh, I needed that app?m2(80, 0, 179)!
#APP: Come get some app!m3(80)!
16, 32, 233, 158, 177, 115, 158, 6, 98, 59,
17, 191, 47, 47, 146, 183, 36, 115, 56, 59,
11, 144, 73, 189, 187, 52, 166, 52, 115, 180,
-29, 148, 213, 170, 15, 11, 9, 69, 45, 93,
-28, 182, 183, 146, 129, 23, 110, 220, 193, 66,
-18, 58, 59, 15, 7, 108, 80, 152, 189, 229,
12, 57, 23, 216, 237, 125, 31, 170, 243, 85,
13, 16, 95, 244, 76, 191, 0, 250, 72, 138,
-7, 176, 41, 26, 205, 249, 67, 17, 170, 241,
#CLI: Ooh, I needed that app?m3(80)!
#CLI: We meet again, Doctor Jones!
#CLI: Come get some app!m1(80, 0, 72, 202, 48)!
18, 137, 141, 253, 65, 208, 208, 44, 140, 202,
19, 83, 66, 142, 166, 111, 152, 174, 82, 34,
5, 225, 70, 114, 247, 67, 125, 9, 162, 73,
-16, 101, 142, 98, 55, 138, 0, 197, 12, 100,
22, 48, 83, 208, 196, 164, 7, 92, 181, 52,
23, 71, 160, 74, 137, 180, 193, 108, 137, 212,
6, 194, 163, 229, 177, 71, 254, 124, 153, 73,
7, 61, 230, 78, 251, 120, 195, 80, 147, 112,
-14, 43, 40, 233, 151, 199, 158, 179, 218, 103,
-13, 42, 13, 233, 59, 91, 142, 111, 195, 33,
-6, 214, 204, 6, 175, 48, 103, 225, 45, 197,
14, 196, 2, 99, 162, 4, 128, 16, 160, 136,
15, 229, 186, 84, 72, 43, 176, 141, 159, 202,
#CLI: Come get some app!m2(80, 0, 72)!
-4, 0, 190, 208, 64, 117, 224, 147, 16, 61,
-3, 220, 98, 147, 117, 0, 88, 67, 23, 5,
-21, 26, 113, 102, 148, 247, 189, 69, 125, 2,
20, 35, 124, 68, 131, 167, 232, 161, 104, 94,
21, 72, 240, 121, 240, 63, 116, 183, 251, 93,
9, 36, 228, 103, 204, 220, 123, 65, 214, 42,
1, 161, 160, 80, 114, 252, 228, 233, 185, 161,
2, 2, 85, 168, 129, 199, 23, 227, 207, 200,
3, 19, 125, 30, 85, 21, 196, 236, 58, 2,
-10, 43, 98, 135, 79, 90, 188, 72, 11, 56,
-9, 231, 254, 41, 241, 48, 24, 83, 154, 237,
#APP: Ooh, I needed that app?m1(80, 0, 72, 202, 48)!
#APP: Ooh, I needed that app?m2(80, 0, 72)!
#APP: Come get some app!m3(80)!
16, 47, 153, 220, 116, 49, 199, 119, 179, 255,
17, 66, 9, 134, 50, 148, 165, 146, 175, 227,
11, 50, 35, 125, 12, 86, 99, 44, 114, 60,
-29, 161, 93, 83, 99, 247, 0, 44, 235, 234,
-28, 3, 8, 151, 60, 64, 234, 193, 161, 20,
-18, 68, 179, 163, 63, 218, 80, 37, 143, 226,
12, 106, 184, 101, 197, 124, 252, 71, 65, 70,
13, 246, 5, 158, 154, 32, 193, 188, 62, 254,
-7, 166, 33, 235, 126, 168, 129, 167, 112, 1,
#CLI: Ooh, I needed that app?m3(80)!
#CLI: We meet again, Doctor Jones!
#CLI: Come get some app!m1(80, 0, 196, 65, 247)!
18, 190, 108, 163, 59, 147, 61, 253, 23, 65,
19, 34, 98, 135, 234, 128, 88, 65, 131, 211,
5, 122, 32, 231, 86, 202, 135, 94, 222, 54,
-16, 51, 142, 231, 16, 193, 0, 77, 33, 142,
22, 142, 144, 41, 68, 63, 102, 76, 187, 63,
23, 69, 212, 55, 197, 154, 43, 171, 214, 110,
6, 191, 91, 186, 122, 68, 78, 125, 96, 1,
7, 136, 11, 184, 112, 30, 127, 80, 239, 15,
-14, 135, 48, 133, 33, 236, 50, 110, 56, 171,
-13, 190, 177, 186, 105, 173, 217, 251, 106, 38,
-6, 171, 68, 171, 164, 247, 62, 93, 148, 247,
14, 169, 111, 31, 116, 63, 50, 47, 172, 218,
15, 104, 23, 75, 196, 181, 219, 120, 36, 240,
#CLI: Come get some app!m2(80, 0, 196)!
-4, 0, 35, 3, 196, 48, 105, 181, 27, 144,
-3, 119, 27, 68, 48, 143, 61, 70, 238, 0,
-21, 188, 203, 59, 56, 47, 240, 250, 233, 137,
20, 239, 242, 226, 129, 21, 211, 182, 158, 106,
21, 204, 37, 113, 202, 147, 144, 116, 251, 35,
9, 3, 22, 61, 168, 121, 163, 120, 240, 37,
1, 111, 57, 80, 123, 202, 26, 239, 91, 99,
2, 121, 136, 17, 70, 60, 41, 19, 234, 57,
3, 65, 253, 219, 161, 48, 212, 162, 40, 39,
-10, 231, 7, 101, 13, 62, 60, 196, 69, 5,
-9, 110, 18, 202, 229, 49, 175, 183, 60, 168,
#APP: Ooh, I needed that app?m1(80, 0, 196, 65, 247)!
#APP: Ooh, I needed that app?m2(80, 0, 196)!
#APP: Come get some app!m3(80)!
16, 91, 182, 84, 134, 151, 98, 254, 93, 134,
17, 88, 121, 227, 208, 135, 122, 202, 157, 253,
11, 101, 23, 217, 3, 235, 52, 210, 69, 220,
-29, 109, 136, 119, 164, 171, 144, 66, 81, 57,
-28, 116, 32, 28, 198, 97, 248, 208, 129, 173,
-18, 126, 203, 42, 200, 112, 80, 234, 24, 181,
12, 60, 8, 153, 28, 55, 230, 218, 113, 185,
13, 85, 252, 121, 142, 4, 51, 65, 141, 14,
-7, 32, 162, 34, 237, 112, 146, 32, 232, 145,
#CLI: Ooh, I needed that app?m3(80)!
#CLI: We meet again, Doctor Jones!
#CLI: Come get some app!m1(80, 0, 235, 253, 44)!
18, 165, 63, 87, 34, 152, 97, 45, 36, 253,
19, 50, 88, 82, 123, 250, 184, 88, 148, 128,
5, 149, 72, 24, 173, 210, 13, 223, 255, 112,
-16, 47, 127, 17, 125, 201, 0, 46, 26, 227,
22, 255, 8, 155, 163, 251, 87, 159, 147, 85,
23, 191, 111, 223, 29, 180, 4, 40, 55, 119,
6, 190, 229, 230, 17, 154, 219, 245, 242, 168,
7, 30, 233, 144, 9, 38, 115, 80, 159, 162,
-14, 75, 44, 62, 235, 214, 120, 109, 72, 113,
-13, 78, 225, 53, 104, 53, 140, 46, 83, 197,
-6, 164, 21, 134, 205, 44, 34, 120, 166, 240,
14, 24, 123, 0, 60, 11, 184, 227, 44, 105,
15, 236, 139, 61, 235, 146, 9, 136, 103, 123,
#CLI: Come get some app!m2(80, 0, 235)!
-4, 0, 189, 170, 15, 43, 196, 164, 239, 55,
-3, 37, 100, 24, 205, 102, 228, 119, 174, 7,
-21, 90, 187, 223, 188, 154, 35, 157, 13, 208,
20, 33, 184, 80, 88, 13, 228, 165, 162, 72,
21, 40, 143, 26, 12, 50, 117, 79, 80, 22,
9, 132, 101, 144, 186, 222, 168, 15, 189, 211,
1, 86, 253, 80, 152, 94, 13, 225, 91, 75,
2, 152, 126, 143, 34, 146, 207, 81, 162, 46,
3, 178, 22, 81, 240, 165, 77, 63, 116, 255,
-10, 70, 142, 208, 176, 179, 81, 235, 113, 58,
-9, 217, 127, 62, 17, 149, 114, 238, 180, 204,
#APP: Ooh, I needed that app?m1(80, 0, 235, 253, 44)!
#APP: Ooh, I needed that app?m2(80, 0, 235)!
#APP: Come get some app!m3(80)!
16, 209, 164, 163, 53, 195, 145, 176, 250, 126,
17, 26, 75, 234, 165, 191, 253, 6, 226, 149,
11, 134, 158, 34, 89, 123, 68, 222, 144, 75,
-29, 122, 58, 25, 150, 250, 41, 6, 177, 64,
-28, 250, 191, 44, 204, 237, 164, 17, 190, 53,
-18, 174, 161, 252, 194, 185, 80, 48, 2, 83,
12, 167, 214, 80, 175, 177, 136, 185, 3, 39,
13, 39, 34, 51, 210, 135, 235, 230, 159, 126,
-7, 90, 10, 121, 86, 253, 70, 55, 80, 92,
#CLI: Ooh, I needed that app?m3(80)!
#CLI: We meet again, Doctor Jones!
#CLI: Come get some app!m1(80, 0, 107, 130, 241)!
18, 70, 127, 238, 176, 87, 28, 123, 233, 130,
19, 58, 139, 244, 129, 73, 248, 169, 135, 30,
5, 86, 82, 192, 58, 12, 54, 53, 183, 242,
-16, 207, 165, 59, 192, 137, 0, 159, 138, 192,
22, 159, 61, 39, 208, 107, 226, 166, 253, 153,
23, 27, 10, 110, 71, 223, 201, 154, 207, 24,
6, 222, 178, 119, 206, 195, 77, 112, 141, 56,
7, 152, 67, 211, 14, 149, 33, 80, 158, 219,
-14, 98, 156, 179, 94, 192, 89, 57, 38, 158,
-13, 198, 166, 227, 133, 89, 23, 180, 194, 51,
-6, 106, 60, 147, 191, 241, 101, 184, 85, 123,
14, 90, 230, 25, 181, 139, 100, 231, 190, 72,
15, 158, 89, 74, 107, 200, 134, 50, 222, 22,
#CLI: Come get some app!m2(80, 0, 107)!
-4, 0, 169, 176, 79, 52, 225, 113, 234, 172,
-3, 166, 195, 66, 236, 219, 35, 57, 87, 107,
-21, 0, 160, 194, 173, 204, 224, 103, 193, 9,
20, 187, 232, 98, 88, 48, 34, 157, 31, 20,
21, 186, 21, 117, 105, 199, 185, 155, 52, 237,
9, 106, 62, 136, 223, 198, 71, 130, 133, 90,
1, 198, 226, 80, 203, 18, 61, 180, 34, 112,
2, 9, 92, 183, 225, 185, 182, 26, 63, 185,
3, 156, 89, 167, 251, 183, 54, 155, 232, 224,
-10, 177, 232, 213, 248, 151, 89, 107, 100, 66,
-9, 60, 116, 172, 91, 172, 48, 1, 96, 207,
#APP: Ooh, I needed that app?m1(80, 0, 107, 130, 241)!
#APP: Ooh, I needed that app?m2(80, 0, 107)!
#APP: Come get some app!m3(80)!
16, 198, 51, 140, 214, 47, 42, 199, 71, 161,
17, 147, 230, 161, 98, 151, 249, 131, 24, 76,
11, 79, 196, 64, 129, 118, 65, 193, 238, 149,
-29, 50, 243, 109, 43, 106, 109, 67, 190, 158,
-28, 82, 224, 217, 61, 131, 248, 22, 83, 94,
-18, 176, 250, 180, 197, 120, 80, 170, 205, 95,
12, 93, 197, 164, 210, 15, 95, 148, 95, 237,
13, 178, 7, 151, 243, 162, 207, 90, 2, 97,
-7, 9, 63, 35, 117, 58, 209, 61, 106, 2,
#CLI: Ooh, I needed that app?m3(80)!
#CLI: We meet again, Doctor Jones!
#CLI: Come get some app!m1(80, 0, 217, 118, 116)!
18, 199, 35, 68, 213, 123, 133, 242, 146, 118,
19, 100, 189, 241, 23, 238, 65, 8, 70, 221,
5, 161, 67, 37, 46, 81, 0, 214, 76, 97,
-16, 231, 53, 143, 218, 75, 0, 218, 234, 193,
22, 15, 164, 135, 175, 176, 148, 71, 47, 252,
23, 114, 243, 172, 132, 43, 122, 14, 122, 177,
6, 23, 12, 48, 187, 226, 242, 112, 49, 81,
7, 148, 92, 11, 85, 34, 198, 80, 21, 189,
-14, 254, 104, 103, 6, 81, 12, 59, 206, 72,
-13, 111, 30, 135, 203, 144, 37, 80, 21, 194,
-6, 16, 236, 178, 231, 116, 124, 86, 73, 52,
14, 133, 12, 245, 143, 149, 126, 141, 168, 195,
15, 7, 247, 153, 217, 255, 136, 199, 48, 171,
#CLI: Come get some app!m2(80, 0, 217)!
-4, 0, 66, 222, 237, 121, 183, 191, 155, 106,
-3, 11, 19, 132, 119, 101, 57, 157, 174, 245,
-21, 116, 21, 220, 34, 88, 215, 96, 12, 241,
20, 209, 41, 37, 28, 110, 41, 133, 243, 225,
21, 214, 99, 25, 220, 62, 125, 205, 12, 5,
9, 172, 76, 254, 246, 240, 54, 143, 243, 117,
1, 24, 168, 80, 71, 148, 158, 211, 107, 103,
2, 98, 105, 231, 214, 1, 43, 162, 228, 36,
3, 214, 174, 196, 129, 34, 231, 229, 94, 242,
-10, 76, 7, 68, 58, 121, 33, 217, 181, 118,
-9, 136, 188, 88, 112, 208, 171, 224, 13, 75,
#APP: Ooh, I needed that app?m1(80, 0, 217, 118, 116)!
#APP: Ooh, I needed that app?m2(80, 0, 217)!
#APP: Come get some app!m3(80)!
16, 198, 143, 201, 103, 247, 128, 85, 61, 164,
17, 87, 113, 215, 161, 34, 24, 142, 84, 118,
11, 48, 90, 70, 255, 236, 72, 19, 86, 80,
-29, 227, 5, 58, 130, 254, 102, 92, 192, 46,
-28, 251, 57, 168, 209, 68, 123, 182, 199, 4,
-18, 237, 54, 208, 236, 8, 80, 208, 28, 62,
12, 5, 31, 103, 130, 202, 76, 161, 181, 93,
13, 48, 125, 122, 242, 137, 238, 150, 30, 51,
-7, 199, 108, 12, 239, 116, 147, 73, 7, 135,
#CLI: Ooh, I needed that app?m3(80)!
#CLI: We meet again, Doctor Jones!
#CLI: Come get some app!m1(80, 0, 166, 100, 70)!
18, 167, 130, 39, 176, 213, 36, 111, 75, 100,
19, 11, 219, 220, 234, 196, 197, 71, 206, 235,
5, 107, 255, 18, 162, 179, 65, 163, 174, 182,
-16, 189, 122, 116, 88, 136, 0, 191, 203, 142,
22, 144, 189, 169, 185, 220, 96, 89, 193, 47,
23, 222, 165, 106, 148, 126, 164, 171, 172, 20,
6, 39, 16, 150, 92, 64, 6, 118, 44, 141,
7, 4, 118, 163, 252, 1, 203, 80, 115, 200,
-14, 245, 189, 64, 148, 157, 58, 136, 9, 114,
-13, 240, 204, 135, 206, 225, 7, 16, 50, 43,
-6, 56, 247, 6, 183, 70, 223, 244, 160, 125,
14, 38, 142, 51, 178, 68, 113, 219, 42, 62,
15, 72, 238, 153, 166, 223, 112, 25, 216, 154,
#CLI: Come get some app!m2(80, 0, 166)!
-4, 0, 167, 29, 88, 73, 229, 255, 198, 74,
-3, 39, 70, 120, 203, 226, 249, 20, 103, 158,
-21, 255, 45, 131, 232, 226, 203, 178, 203, 141,
20, 231, 23, 80, 58, 197, 0, 79, 237, 162,
21, 250, 49, 183, 201, 217, 114, 91, 4, 21,
9, 96, 166, 153, 239, 79, 110, 182, 229, 35,
1, 29, 111, 80, 95, 29, 134, 197, 208, 62,
2, 122, 238, 255, 11, 124, 148, 175, 217, 253,
3, 191, 114, 22, 108, 22, 107, 61, 108, 174,
-10, 242, 208, 233, 136, 78, 131, 166, 144, 32,
-9, 82, 133, 88, 248, 212, 237, 216, 142, 41,
#APP: Ooh, I needed that app?m1(80, 0, 166, 100, 70)!
#APP: Ooh, I needed that app?m2(80, 0, 166)!
#APP: Come get some app!m3(80)!
16, 188, 35, 223, 103, 3, 144, 229, 139, 109,
17, 213, 206, 187, 70, 111, 98, 194, 248, 72,
11, 152, 181, 220, 40, 249, 90, 104, 92, 151,
-29, 35, 160, 143, 135, 235, 58, 115, 77, 130,
